Order_ID,Order_Date,Customer_ID,Restaurant_Name,Food_Category,Order_Value,Delivery_Time,Rating,Payment_Method,City,Order_Status
105748,2026-05-08,C7851,Andheri Kitchen,Desserts,419,61,4.5,Credit Card,Mumbai - Chembur,Delivered
105749,2026-06-14,C6950,Malad Food Hub,North Indian,1203,71,4.5,Wallet,Mumbai - Chembur,Cancelled
105750,2025-03-22,C8996,Andheri Kitchen,Beverages,642,57,3.0,Debit Card,Mumbai - Borivali,Delayed
105751,2026-04-18,C9006,Kurla Kitchen,Desserts,1088,48,4.6,Credit Card,Mumbai - Kurla,Delivered
105752,2025-11-03,C5663,Mumbai Tadka,Chinese,819,52,3.5,Cash,Mumbai - Powai,Delivered
105753,2025-03-13,C4825,Kurla Kitchen,Beverages,1476,25,4.2,UPI,Mumbai - Malad,Delivered
105754,2025-12-29,C4572,Bandra Bites,Biryani,1472,47,3.8,UPI,Mumbai - Colaba,Delayed
105755,2026-01-07,C1355,Kurla Kitchen,Healthy Food,602,60,4.5,UPI,Mumbai - Malad,Delivered
105756,2026-02-24,C1625,Ghatkopar Grill,Biryani,303,23,4.3,Debit Card,Mumbai - Thane,Delayed
105757,2025-03-16,C9706,Mumbai Tadka,South Indian,954,19,3.5,Cash,Mumbai - Bandra,Delivered
105758,2026-05-06,C6913,Marine Drive Meals,Burger,417,54,3.2,Cash,Mumbai - Vashi,Delivered
105759,2025-04-25,C1023,Marine Drive Meals,Biryani,1654,43,4.5,Credit Card,Mumbai - Thane,Delivered
105760,2026-04-18,C3501,Vashi Veg Corner,Beverages,1068,72,4.8,Debit Card,Mumbai - Dadar,Delivered
105761,2025-07-14,C4997,Marine Drive Meals,Chinese,539,44,3.1,UPI,Mumbai - Colaba,Cancelled
105762,2026-04-12,C4091,Borivali Bistro,South Indian,1735,80,4.0,Cash,Mumbai - Powai,Cancelled
105763,2026-01-03,C3266,Dadar Darbar,North Indian,1667,83,3.0,Debit Card,Mumbai - Andheri,Delivered
105764,2025-01-01,C1833,Marine Drive Meals,Beverages,844,72,3.6,Credit Card,Mumbai - Colaba,Delayed
105765,2025-09-26,C5109,Powai Plates,Biryani,1692,61,2.5,UPI,Mumbai - Thane,Delivered
105766,2025-11-18,C8130,Mumbai Tadka,Desserts,1494,29,4.6,UPI,Mumbai - Thane,Delivered
105767,2026-02-23,C2262,Powai Plates,North Indian,606,51,2.8,Credit Card,Mumbai - Andheri,Delayed
105768,2026-06-15,C5474,Marine Drive Meals,Healthy Food,1138,54,4.5,Credit Card,Mumbai - Thane,Delivered
105769,2025-05-18,C8093,Mumbai Tadka,Desserts,1354,78,4.0,Credit Card,Mumbai - Andheri,Cancelled
105770,2025-12-08,C8213,Dadar Darbar,Beverages,1766,52,4.1,UPI,Mumbai - Ghatkopar,Delivered
105771,2025-07-29,C8674,Bandra Bites,Healthy Food,141,47,2.8,Credit Card,Mumbai - Borivali,Cancelled
105772,2025-03-11,C1322,Marine Drive Meals,Beverages,492,38,3.7,Debit Card,Mumbai - Kurla,Delivered
105773,2025-07-14,C1612,Colaba Cafe,Pizza,896,16,3.9,Debit Card,Mumbai - Borivali,Cancelled
105774,2026-01-28,C1015,Chembur Spice House,Chinese,1603,50,2.9,Debit Card,Mumbai - Vashi,Delayed
105775,2025-09-07,C9213,Borivali Bistro,Burger,1731,82,2.7,Wallet,Mumbai - Malad,Cancelled
105776,2025-07-04,C4412,Andheri Kitchen,Desserts,305,64,4.9,Wallet,Mumbai - Malad,Delivered
105777,2026-02-12,C6529,Mumbai Tadka,Desserts,886,80,3.6,Credit Card,Mumbai - Malad,Delivered
105778,2025-09-05,C1222,Vashi Veg Corner,Beverages,1500,36,3.7,Wallet,Mumbai - Andheri,Delivered
105779,2026-06-08,C7299,Colaba Cafe,Healthy Food,1446,19,2.6,Debit Card,Mumbai - Malad,Delivered
105780,2025-08-26,C5560,Thane Treats,Burger,869,47,3.1,Wallet,Mumbai - Vashi,Delivered
105781,2025-01-12,C3573,Powai Plates,Burger,1547,21,4.3,Wallet,Mumbai - Ghatkopar,Delivered
105782,2025-03-19,C1407,Powai Plates,Beverages,1589,71,3.6,Credit Card,Mumbai - Bandra,Delivered
105783,2026-03-22,C4891,Colaba Cafe,South Indian,326,25,5.0,UPI,Mumbai - Ghatkopar,Delivered
105784,2025-09-02,C9149,Chembur Spice House,Pizza,1647,58,3.9,Cash,Mumbai - Andheri,Delivered
105785,2026-01-01,C8984,Ghatkopar Grill,Pizza,788,77,4.3,Credit Card,Mumbai - Dadar,Delivered
105786,2025-06-17,C8121,Mumbai Tadka,Burger,745,43,3.5,UPI,Mumbai - Mulund,Delivered
105787,2026-03-12,C4244,Mumbai Tadka,Chinese,872,56,2.6,Debit Card,Mumbai - Powai,Cancelled
105788,2025-12-06,C3670,Colaba Cafe,North Indian,530,65,3.8,Credit Card,Mumbai - Kurla,Cancelled
105789,2025-04-27,C4190,Powai Plates,Chinese,1300,31,4.7,Cash,Mumbai - Mulund,Delivered
105790,2025-06-19,C2479,Andheri Kitchen,Beverages,1662,81,2.8,Wallet,Mumbai - Colaba,Delivered
105791,2026-02-10,C4930,Thane Treats,Pizza,1694,32,3.0,Credit Card,Mumbai - Bandra,Cancelled
105792,2025-07-09,C8808,Powai Plates,South Indian,1268,65,4.5,Credit Card,Mumbai - Malad,Delivered
105793,2025-03-04,C8694,Powai Plates,Biryani,1121,63,2.8,Wallet,Mumbai - Malad,Delivered
105794,2025-10-03,C6986,Marine Drive Meals,Biryani,1141,47,3.7,Cash,Mumbai - Andheri,Cancelled
105795,2025-12-22,C9929,Dadar Darbar,Chinese,1045,83,4.6,Debit Card,Mumbai - Bandra,Delivered
105796,2025-10-09,C6201,Chembur Spice House,Biryani,831,62,2.5,Debit Card,Mumbai - Andheri,Delayed
105797,2025-11-05,C1359,Malad Food Hub,Desserts,873,57,3.4,Cash,Mumbai - Vashi,Delayed
105798,2025-02-09,C8851,Dadar Darbar,Desserts,1774,19,3.1,UPI,Mumbai - Dadar,Delivered
105799,2025-10-12,C8024,Andheri Kitchen,Desserts,748,42,4.2,Cash,Mumbai - Bandra,Delivered
105800,2026-01-18,C3578,Powai Plates,Burger,144,15,3.8,Debit Card,Mumbai - Thane,Cancelled
105801,2025-09-12,C1477,Vashi Veg Corner,North Indian,1718,56,4.9,Credit Card,Mumbai - Kurla,Cancelled
105802,2025-03-04,C8906,Dadar Darbar,Healthy Food,1019,76,3.3,UPI,Mumbai - Bandra,Delivered
105803,2025-02-13,C7380,Chembur Spice House,North Indian,994,75,3.5,Cash,Mumbai - Chembur,Delivered
105804,2025-01-12,C3151,Thane Treats,North Indian,721,64,4.5,Wallet,Mumbai - Malad,Delayed
105805,2025-04-04,C3670,Vashi Veg Corner,Burger,1491,57,3.2,Cash,Mumbai - Andheri,Delayed
105806,2025-02-16,C3260,Powai Plates,South Indian,729,31,3.1,Debit Card,Mumbai - Andheri,Delayed
105807,2026-06-09,C2145,Andheri Kitchen,Beverages,493,73,4.9,UPI,Mumbai - Vashi,Delayed
105808,2025-04-07,C1525,Bandra Bites,Biryani,1379,21,4.4,Wallet,Mumbai - Ghatkopar,Delivered
105809,2025-01-19,C9086,Borivali Bistro,Chinese,1404,51,3.3,Cash,Mumbai - Bandra,Delivered
105810,2026-04-25,C7857,Powai Plates,Healthy Food,1233,60,3.1,Credit Card,Mumbai - Borivali,Delivered
105811,2025-06-17,C5952,Bandra Bites,South Indian,144,57,4.7,Wallet,Mumbai - Andheri,Delayed
105812,2025-04-30,C1289,Dadar Darbar,North Indian,974,63,3.8,UPI,Mumbai - Powai,Delivered
105813,2025-01-06,C9395,Malad Food Hub,Chinese,1587,63,4.6,Credit Card,Mumbai - Malad,Delivered
105814,2025-08-05,C7380,Andheri Kitchen,Biryani,1051,16,3.7,Wallet,Mumbai - Dadar,Cancelled
105815,2025-08-09,C5321,Chembur Spice House,Pizza,1713,16,4.1,Cash,Mumbai - Vashi,Delivered
105816,2025-08-22,C7843,Borivali Bistro,Pizza,1709,63,3.0,UPI,Mumbai - Chembur,Delayed
105817,2025-09-01,C2058,Marine Drive Meals,Desserts,855,61,3.4,Debit Card,Mumbai - Mulund,Delivered
105818,2026-05-14,C5744,Kurla Kitchen,Healthy Food,911,19,3.6,Wallet,Mumbai - Chembur,Delivered
105819,2026-05-19,C9782,Borivali Bistro,Desserts,501,42,3.5,UPI,Mumbai - Andheri,Delivered
105820,2025-08-30,C4084,Thane Treats,Pizza,558,53,3.2,Credit Card,Mumbai - Dadar,Cancelled
105821,2026-03-03,C3663,Kurla Kitchen,Pizza,423,46,4.7,Debit Card,Mumbai - Dadar,Delivered
105822,2026-03-08,C5387,Mumbai Tadka,Biryani,741,54,4.7,UPI,Mumbai - Thane,Delivered
105823,2025-08-25,C7277,Borivali Bistro,Pizza,119,62,4.1,Wallet,Mumbai - Mulund,Delivered
105824,2026-05-14,C4334,Colaba Cafe,Pizza,516,63,4.7,Credit Card,Mumbai - Mulund,Delivered
105825,2025-12-25,C5794,Malad Food Hub,Burger,535,51,4.1,Debit Card,Mumbai - Powai,Delivered
105826,2026-04-17,C4485,Ghatkopar Grill,Healthy Food,1353,55,4.5,Debit Card,Mumbai - Powai,Delivered
105827,2026-06-25,C5386,Bandra Bites,Pizza,1591,37,4.0,Debit Card,Mumbai - Malad,Cancelled
105828,2026-05-19,C9597,Ghatkopar Grill,Healthy Food,1337,23,3.0,Cash,Mumbai - Andheri,Cancelled
105829,2026-05-17,C7058,Malad Food Hub,Biryani,1685,34,3.2,Wallet,Mumbai - Malad,Delivered
105830,2026-05-31,C3219,Powai Plates,Burger,1486,63,4.1,UPI,Mumbai - Bandra,Cancelled
105831,2025-05-12,C4529,Dadar Darbar,Beverages,455,39,2.5,Credit Card,Mumbai - Mulund,Delivered
105832,2025-06-05,C6891,Chembur Spice House,North Indian,1276,38,3.5,Wallet,Mumbai - Vashi,Delivered
105833,2025-01-14,C2876,Chembur Spice House,Biryani,1678,82,3.1,UPI,Mumbai - Bandra,Delivered
105834,2025-03-03,C2791,Malad Food Hub,North Indian,554,39,2.6,Wallet,Mumbai - Borivali,Cancelled
105835,2026-01-24,C3139,Thane Treats,Pizza,1650,63,4.1,Debit Card,Mumbai - Kurla,Delivered
105836,2025-02-10,C6092,Powai Plates,Biryani,236,60,3.0,Credit Card,Mumbai - Thane,Delayed
105837,2025-09-14,C8811,Malad Food Hub,Chinese,267,42,2.8,Cash,Mumbai - Kurla,Delivered
105838,2026-05-16,C2829,Kurla Kitchen,Chinese,365,85,3.3,Wallet,Mumbai - Bandra,Delivered
105839,2026-01-06,C1474,Vashi Veg Corner,Biryani,1212,58,3.8,Cash,Mumbai - Ghatkopar,Delayed
105840,2025-08-18,C7872,Andheri Kitchen,Chinese,1556,45,3.7,Wallet,Mumbai - Colaba,Cancelled
105841,2026-03-20,C5488,Dadar Darbar,Healthy Food,852,38,3.6,Cash,Mumbai - Dadar,Delivered
105842,2026-04-17,C8535,Vashi Veg Corner,North Indian,817,60,2.8,UPI,Mumbai - Borivali,Delivered
105843,2026-03-28,C2349,Dadar Darbar,Pizza,1438,31,4.7,Credit Card,Mumbai - Borivali,Delivered
105844,2025-06-08,C5989,Vashi Veg Corner,Healthy Food,1184,29,4.1,Debit Card,Mumbai - Borivali,Delivered
105845,2025-08-31,C9032,Kurla Kitchen,North Indian,1255,36,3.5,Debit Card,Mumbai - Colaba,Delayed
105846,2025-05-07,C6052,Vashi Veg Corner,Beverages,1317,32,4.1,UPI,Mumbai - Chembur,Cancelled
105847,2025-03-27,C8156,Vashi Veg Corner,Beverages,471,80,5.0,Credit Card,Mumbai - Bandra,Cancelled
105848,2026-05-23,C7879,Bandra Bites,Burger,1384,77,4.5,Cash,Mumbai - Mulund,Delayed
105849,2025-08-16,C8064,Kurla Kitchen,South Indian,828,17,4.1,Cash,Mumbai - Powai,Delivered
105850,2025-08-29,C4999,Colaba Cafe,North Indian,752,44,5.0,Credit Card,Mumbai - Powai,Delivered
105851,2025-12-17,C8614,Thane Treats,Biryani,1102,39,2.7,Wallet,Mumbai - Vashi,Delivered
105852,2025-09-11,C8091,Thane Treats,Desserts,1723,85,4.7,Wallet,Mumbai - Dadar,Delivered
105853,2025-07-19,C3411,Chembur Spice House,North Indian,1002,24,2.9,Cash,Mumbai - Mulund,Cancelled
105854,2025-10-23,C7224,Borivali Bistro,North Indian,1624,83,4.2,Wallet,Mumbai - Kurla,Delivered
105855,2025-10-06,C7098,Thane Treats,Burger,1208,37,3.7,UPI,Mumbai - Andheri,Delayed
105856,2025-11-08,C1659,Mumbai Tadka,Healthy Food,1051,35,4.4,Credit Card,Mumbai - Bandra,Cancelled
105857,2025-08-12,C3876,Andheri Kitchen,Healthy Food,815,26,4.7,Wallet,Mumbai - Colaba,Delayed
105858,2025-10-13,C1867,Bandra Bites,Desserts,412,16,4.3,Credit Card,Mumbai - Powai,Cancelled
105859,2025-12-02,C1380,Kurla Kitchen,Chinese,254,30,3.7,Debit Card,Mumbai - Colaba,Cancelled
105860,2025-12-02,C2047,Marine Drive Meals,Biryani,1199,44,2.7,Wallet,Mumbai - Borivali,Cancelled
105861,2025-09-30,C5447,Borivali Bistro,Chinese,758,17,2.7,Credit Card,Mumbai - Chembur,Delivered
105862,2026-01-26,C8329,Bandra Bites,Healthy Food,1515,46,3.3,UPI,Mumbai - Chembur,Cancelled
105863,2026-04-18,C6809,Colaba Cafe,Chinese,1485,40,4.6,UPI,Mumbai - Powai,Delayed
105864,2026-05-27,C2677,Ghatkopar Grill,North Indian,594,75,2.8,Credit Card,Mumbai - Thane,Delivered
105865,2026-06-11,C4051,Dadar Darbar,Healthy Food,1503,62,3.7,Credit Card,Mumbai - Thane,Delivered
105866,2026-03-19,C1622,Dadar Darbar,South Indian,934,19,3.4,UPI,Mumbai - Malad,Delivered
105867,2025-10-21,C5241,Colaba Cafe,Healthy Food,1686,83,2.5,Cash,Mumbai - Vashi,Delayed
105868,2026-01-13,C6738,Dadar Darbar,Desserts,322,69,4.3,Credit Card,Mumbai - Andheri,Delivered
105869,2025-12-08,C2904,Bandra Bites,Healthy Food,669,84,4.4,UPI,Mumbai - Dadar,Delayed
105870,2025-02-18,C4651,Borivali Bistro,Chinese,850,29,2.6,Debit Card,Mumbai - Andheri,Delayed
105871,2026-04-14,C6463,Kurla Kitchen,Desserts,571,74,3.7,UPI,Mumbai - Ghatkopar,Delivered
105872,2026-02-05,C9382,Malad Food Hub,Beverages,603,45,5.0,Credit Card,Mumbai - Chembur,Delayed
105873,2025-10-03,C3540,Colaba Cafe,Pizza,636,69,4.7,Credit Card,Mumbai - Dadar,Cancelled
105874,2025-04-09,C7982,Andheri Kitchen,Biryani,245,58,3.7,Debit Card,Mumbai - Mulund,Delayed
105875,2025-01-03,C3618,Andheri Kitchen,North Indian,1614,69,3.5,Credit Card,Mumbai - Borivali,Cancelled
105876,2025-01-11,C7106,Marine Drive Meals,Healthy Food,271,18,3.2,Debit Card,Mumbai - Powai,Cancelled
105877,2026-06-02,C1240,Bandra Bites,Burger,1181,44,3.0,UPI,Mumbai - Bandra,Cancelled
105878,2025-01-14,C5623,Kurla Kitchen,North Indian,740,83,3.9,UPI,Mumbai - Andheri,Delivered
105879,2025-03-29,C8833,Chembur Spice House,North Indian,130,69,4.2,Wallet,Mumbai - Thane,Delivered
105880,2025-11-26,C3523,Malad Food Hub,Chinese,1180,65,4.5,UPI,Mumbai - Bandra,Cancelled
105881,2025-05-13,C3074,Chembur Spice House,Burger,392,82,4.5,Cash,Mumbai - Ghatkopar,Delivered
105882,2025-09-29,C9680,Kurla Kitchen,Chinese,1473,67,3.1,UPI,Mumbai - Ghatkopar,Delivered
105883,2026-05-20,C5694,Chembur Spice House,South Indian,1577,34,4.9,Wallet,Mumbai - Thane,Delivered
105884,2025-08-22,C4012,Mumbai Tadka,North Indian,1652,66,2.9,Debit Card,Mumbai - Powai,Delayed
105885,2026-04-24,C5553,Bandra Bites,South Indian,1276,28,4.1,Wallet,Mumbai - Ghatkopar,Cancelled
105886,2026-04-02,C2387,Chembur Spice House,Pizza,437,60,2.7,Credit Card,Mumbai - Dadar,Delayed
105887,2025-01-02,C7949,Kurla Kitchen,Biryani,1487,58,2.7,Wallet,Mumbai - Kurla,Cancelled
105888,2025-09-21,C6794,Thane Treats,Beverages,1001,28,2.5,Wallet,Mumbai - Malad,Delivered
105889,2025-04-13,C2083,Borivali Bistro,Desserts,100,64,4.3,UPI,Mumbai - Bandra,Delivered
105890,2026-04-25,C8613,Malad Food Hub,Biryani,532,76,3.2,UPI,Mumbai - Ghatkopar,Cancelled
105891,2026-01-29,C3815,Marine Drive Meals,Burger,1533,38,3.0,Debit Card,Mumbai - Bandra,Delivered
105892,2026-05-17,C8698,Malad Food Hub,Burger,515,18,2.6,Cash,Mumbai - Borivali,Delivered
105893,2026-06-16,C5129,Bandra Bites,Healthy Food,405,77,3.5,Cash,Mumbai - Andheri,Delayed
105894,2025-11-10,C2405,Chembur Spice House,South Indian,1519,68,2.9,UPI,Mumbai - Bandra,Delivered
105895,2025-02-24,C4231,Marine Drive Meals,Biryani,774,42,2.8,Debit Card,Mumbai - Dadar,Delivered
105896,2025-09-16,C4480,Andheri Kitchen,Chinese,1322,57,4.1,Debit Card,Mumbai - Malad,Delivered
105897,2025-04-29,C2908,Ghatkopar Grill,Chinese,276,41,2.6,Wallet,Mumbai - Mulund,Cancelled
105898,2025-06-13,C3112,Thane Treats,Pizza,781,47,4.5,Debit Card,Mumbai - Thane,Cancelled
105899,2026-03-30,C2666,Powai Plates,Desserts,772,19,4.5,UPI,Mumbai - Bandra,Delivered
105900,2025-12-24,C8934,Andheri Kitchen,Pizza,1223,65,3.3,UPI,Mumbai - Ghatkopar,Cancelled
105901,2025-06-14,C5404,Thane Treats,North Indian,268,58,3.8,Cash,Mumbai - Andheri,Cancelled
105902,2025-04-06,C2598,Dadar Darbar,South Indian,638,31,4.0,Debit Card,Mumbai - Kurla,Delivered
105903,2026-05-31,C5000,Andheri Kitchen,Healthy Food,211,28,2.5,Debit Card,Mumbai - Bandra,Delivered
105904,2026-05-06,C9499,Andheri Kitchen,Desserts,892,17,3.0,Cash,Mumbai - Malad,Delivered
105905,2025-06-21,C5726,Andheri Kitchen,Beverages,535,27,4.0,UPI,Mumbai - Powai,Delivered
105906,2025-09-02,C2820,Thane Treats,Biryani,1305,34,2.8,Wallet,Mumbai - Dadar,Delivered
105907,2026-06-02,C3651,Chembur Spice House,Chinese,163,79,2.6,Wallet,Mumbai - Kurla,Delivered
105908,2026-01-09,C6875,Kurla Kitchen,Biryani,197,35,3.7,Cash,Mumbai - Andheri,Delivered
105909,2025-07-16,C5777,Borivali Bistro,Burger,246,28,2.6,Debit Card,Mumbai - Chembur,Delivered
105910,2025-06-29,C8844,Kurla Kitchen,Desserts,328,32,4.8,Wallet,Mumbai - Thane,Delayed
105911,2025-03-14,C8162,Bandra Bites,Chinese,1093,47,2.8,Cash,Mumbai - Malad,Delivered
105912,2025-09-01,C4916,Thane Treats,Healthy Food,1790,53,4.5,Cash,Mumbai - Thane,Cancelled
105913,2025-07-07,C5687,Dadar Darbar,South Indian,754,29,3.6,Wallet,Mumbai - Borivali,Delivered
105914,2026-06-19,C5766,Bandra Bites,Beverages,1198,79,3.2,Cash,Mumbai - Ghatkopar,Delayed
105915,2026-06-03,C8245,Vashi Veg Corner,Pizza,740,55,3.8,Cash,Mumbai - Thane,Delivered
105916,2025-09-28,C7582,Kurla Kitchen,Desserts,1522,74,3.3,UPI,Mumbai - Kurla,Delivered
105917,2026-02-25,C8892,Bandra Bites,Burger,1291,29,2.8,UPI,Mumbai - Kurla,Delayed
105918,2026-03-19,C7576,Malad Food Hub,Biryani,801,35,3.7,UPI,Mumbai - Ghatkopar,Delivered
105919,2026-04-05,C9619,Powai Plates,Biryani,126,19,4.6,UPI,Mumbai - Borivali,Delivered
105920,2025-09-01,C3776,Powai Plates,Biryani,1221,72,4.9,Wallet,Mumbai - Andheri,Delivered
105921,2026-05-07,C3816,Thane Treats,Healthy Food,1707,65,4.7,Cash,Mumbai - Dadar,Delivered
105922,2025-11-16,C1857,Andheri Kitchen,Beverages,116,48,4.3,Cash,Mumbai - Thane,Delivered
105923,2025-08-22,C6566,Dadar Darbar,Chinese,613,44,4.7,Cash,Mumbai - Kurla,Delivered
105924,2025-09-20,C7180,Vashi Veg Corner,Healthy Food,764,83,3.2,Debit Card,Mumbai - Andheri,Delivered
105925,2025-02-26,C6925,Borivali Bistro,Burger,1397,21,3.2,UPI,Mumbai - Kurla,Delivered
105926,2025-05-08,C5016,Borivali Bistro,Biryani,1733,82,4.0,Debit Card,Mumbai - Ghatkopar,Delivered
105927,2026-04-26,C1133,Colaba Cafe,Biryani,104,17,4.4,Wallet,Mumbai - Thane,Delivered
105928,2025-05-08,C3672,Vashi Veg Corner,Desserts,1634,71,3.2,Wallet,Mumbai - Bandra,Delayed
105929,2025-06-20,C9742,Kurla Kitchen,Chinese,926,65,4.7,Wallet,Mumbai - Dadar,Delivered
105930,2025-02-01,C2335,Thane Treats,Desserts,848,40,4.9,Credit Card,Mumbai - Ghatkopar,Delivered
105931,2025-01-11,C8898,Borivali Bistro,Desserts,1326,58,5.0,Credit Card,Mumbai - Bandra,Delivered
105932,2026-04-29,C5326,Dadar Darbar,Desserts,669,27,3.8,Credit Card,Mumbai - Chembur,Cancelled
105933,2025-03-10,C9224,Bandra Bites,North Indian,1055,25,3.3,Credit Card,Mumbai - Colaba,Delivered
105934,2025-07-20,C5082,Borivali Bistro,Chinese,797,39,3.3,Wallet,Mumbai - Thane,Delayed
105935,2025-02-04,C1331,Ghatkopar Grill,Healthy Food,952,61,2.9,Debit Card,Mumbai - Mulund,Delivered
105936,2026-03-11,C9932,Ghatkopar Grill,Desserts,1260,77,2.7,Wallet,Mumbai - Thane,Delayed
105937,2026-04-14,C9049,Dadar Darbar,Healthy Food,720,83,4.7,Cash,Mumbai - Chembur,Delivered
105938,2026-01-05,C2970,Malad Food Hub,North Indian,1290,77,2.9,Wallet,Mumbai - Vashi,Delivered
105939,2026-05-02,C8775,Malad Food Hub,Burger,898,16,4.9,UPI,Mumbai - Powai,Delivered
105940,2025-10-21,C4923,Vashi Veg Corner,Biryani,632,40,4.6,UPI,Mumbai - Chembur,Delivered
105941,2026-06-05,C8563,Malad Food Hub,Healthy Food,346,69,3.8,Credit Card,Mumbai - Malad,Delivered
105942,2025-04-19,C6852,Thane Treats,Desserts,1278,31,3.4,Credit Card,Mumbai - Vashi,Delivered
105943,2025-07-27,C4079,Kurla Kitchen,Chinese,1491,33,2.7,UPI,Mumbai - Ghatkopar,Delivered
105944,2026-03-21,C3391,Kurla Kitchen,South Indian,1532,72,2.9,Credit Card,Mumbai - Colaba,Cancelled
105945,2025-05-07,C3527,Borivali Bistro,North Indian,1418,56,3.5,Wallet,Mumbai - Thane,Cancelled
105946,2025-05-15,C8513,Thane Treats,Healthy Food,311,22,4.8,Wallet,Mumbai - Mulund,Delayed
105947,2026-02-17,C8246,Borivali Bistro,Healthy Food,1527,47,2.8,UPI,Mumbai - Bandra,Delivered
105948,2025-10-23,C6313,Andheri Kitchen,Biryani,1795,30,4.6,UPI,Mumbai - Andheri,Delivered
105949,2025-11-11,C9023,Chembur Spice House,Pizza,310,25,2.8,Credit Card,Mumbai - Malad,Delayed
105950,2025-12-07,C3866,Powai Plates,Beverages,1446,76,3.3,Debit Card,Mumbai - Vashi,Delivered
105951,2026-03-13,C7588,Andheri Kitchen,Healthy Food,391,19,3.2,Credit Card,Mumbai - Mulund,Cancelled
105952,2025-09-03,C7621,Powai Plates,Biryani,1712,41,3.9,Wallet,Mumbai - Colaba,Delivered
105953,2025-05-25,C9071,Dadar Darbar,Biryani,284,42,4.5,Cash,Mumbai - Kurla,Delivered
105954,2025-09-10,C2561,Borivali Bistro,Chinese,549,35,4.5,Credit Card,Mumbai - Borivali,Delivered
105955,2025-09-16,C6985,Marine Drive Meals,Burger,1709,35,2.6,Cash,Mumbai - Thane,Delivered
105956,2025-10-05,C2077,Thane Treats,Pizza,1182,68,4.5,Cash,Mumbai - Kurla,Cancelled
105957,2025-04-01,C2415,Kurla Kitchen,Desserts,131,49,4.0,Wallet,Mumbai - Borivali,Delayed
105958,2026-05-21,C6548,Bandra Bites,Pizza,1403,63,3.7,Wallet,Mumbai - Thane,Cancelled
105959,2026-01-20,C3818,Bandra Bites,Healthy Food,1733,53,4.0,Credit Card,Mumbai - Dadar,Delivered
105960,2025-11-13,C9411,Dadar Darbar,Burger,978,45,2.8,Debit Card,Mumbai - Thane,Delivered
105961,2025-05-29,C6149,Andheri Kitchen,Burger,1780,63,4.3,Cash,Mumbai - Ghatkopar,Delivered
105962,2026-02-17,C9688,Kurla Kitchen,Chinese,1705,57,2.5,Wallet,Mumbai - Powai,Delivered
105963,2025-11-27,C3624,Andheri Kitchen,Biryani,776,43,2.9,Cash,Mumbai - Chembur,Cancelled
105964,2026-03-15,C5543,Kurla Kitchen,Desserts,967,65,4.3,Debit Card,Mumbai - Malad,Cancelled
105965,2026-05-05,C2445,Powai Plates,North Indian,1071,57,4.6,Debit Card,Mumbai - Andheri,Delivered
105966,2025-07-14,C2497,Borivali Bistro,Healthy Food,205,66,3.3,Cash,Mumbai - Bandra,Delivered
105967,2025-01-08,C1421,Ghatkopar Grill,Healthy Food,330,78,3.3,Credit Card,Mumbai - Ghatkopar,Cancelled
105968,2025-07-28,C9706,Andheri Kitchen,Chinese,543,44,4.8,UPI,Mumbai - Ghatkopar,Delivered
105969,2026-02-23,C2573,Colaba Cafe,South Indian,210,43,2.5,UPI,Mumbai - Colaba,Delivered
105970,2026-04-19,C9414,Borivali Bistro,Burger,748,30,2.8,UPI,Mumbai - Powai,Delivered
105971,2026-05-10,C8731,Colaba Cafe,Pizza,1303,16,3.4,UPI,Mumbai - Kurla,Delivered
105972,2025-02-02,C3252,Dadar Darbar,Pizza,223,78,3.9,Cash,Mumbai - Malad,Delivered
105973,2025-12-12,C3098,Ghatkopar Grill,Burger,384,62,3.4,Debit Card,Mumbai - Chembur,Delivered
105974,2025-08-03,C8815,Borivali Bistro,Biryani,1161,71,4.5,Credit Card,Mumbai - Thane,Cancelled
105975,2025-08-26,C7717,Kurla Kitchen,South Indian,1655,53,3.0,Credit Card,Mumbai - Mulund,Delayed
105976,2025-08-11,C1938,Chembur Spice House,Healthy Food,373,28,3.2,Credit Card,Mumbai - Bandra,Delivered
105977,2025-12-05,C8488,Malad Food Hub,South Indian,972,33,4.5,Credit Card,Mumbai - Ghatkopar,Delivered
105978,2025-01-07,C8642,Marine Drive Meals,Beverages,904,26,4.2,UPI,Mumbai - Chembur,Delayed
105979,2025-02-20,C7457,Borivali Bistro,Pizza,520,44,4.0,Wallet,Mumbai - Colaba,Delayed
105980,2026-05-01,C1018,Andheri Kitchen,North Indian,728,61,3.9,UPI,Mumbai - Ghatkopar,Cancelled
105981,2025-09-26,C4408,Andheri Kitchen,Desserts,608,36,4.8,Credit Card,Mumbai - Malad,Delivered
105982,2025-02-06,C2891,Bandra Bites,South Indian,1117,17,3.1,Debit Card,Mumbai - Borivali,Delivered
105983,2026-03-11,C2357,Dadar Darbar,Biryani,956,66,4.3,Credit Card,Mumbai - Bandra,Delivered
105984,2025-01-12,C6777,Colaba Cafe,North Indian,1488,50,4.0,Cash,Mumbai - Mulund,Delivered
105985,2025-05-28,C2055,Marine Drive Meals,Desserts,381,65,2.8,Credit Card,Mumbai - Mulund,Delivered
105986,2025-06-23,C7156,Mumbai Tadka,Healthy Food,1546,60,3.0,Debit Card,Mumbai - Mulund,Delivered
105987,2026-05-08,C3470,Colaba Cafe,Burger,1560,41,3.6,Wallet,Mumbai - Thane,Delivered
